age,gender,height_cm,weight_kg,target_weight_kg,goal,activity_level,dietary_preference,sleep_hours,stress_score,workout_freq,bmr,tdee,target_calories,target_protein,target_carbs,target_fat
22,female,158.0,65.6,65.6,maintenance,light,vegetarian,8.7,4,6,1372.3,1886.9,1826.7,106.5,222.4,56.8
34,female,168.9,70.4,68.5,endurance,light,non_vegetarian,8.7,3,1,1428.9,1964.8,2049.9,118.4,250.5,63.8
39,male,183.5,89.6,89.6,maintenance,active,vegetarian,8.3,1,1,1853.1,3196.6,3232.3,168.8,412.9,100.6
32,female,170.2,87.1,92.1,muscle_gain,light,non_vegetarian,5.7,7,3,1613.7,2218.9,2495.4,197.2,270.7,69.3
40,female,162.4,62.4,55.5,weight_loss,active,keto,6.4,2,5,1278.4,2205.3,1626.7,101.7,20.3,126.5
27,male,168.0,71.5,71.5,maintenance,sedentary,keto,6.8,9,2,1635.2,1962.2,1897.6,118.6,23.7,147.6
25,female,160.2,65.2,70.6,muscle_gain,active,non_vegetarian,5.7,3,3,1366.6,2357.4,2576.2,147.5,335.4,71.6
18,male,178.9,66.8,66.8,maintenance,active,keto,8.2,5,6,1701.5,2935.0,3029.6,189.3,37.9,235.6
32,female,167.2,80.9,85.6,muscle_gain,light,keto,6.2,10,1,1533.6,2108.7,2435.8,152.2,30.4,189.5
24,male,183.0,85.1,81.1,weight_loss,light,vegetarian,7.4,9,1,1879.9,2584.9,2073.2,171.4,217.3,57.6
43,male,174.3,78.5,78.5,maintenance,very_active,keto,8.3,10,1,1664.0,3161.6,3163.6,197.7,39.5,246.1
20,male,176.6,97.6,96.8,endurance,sedentary,keto,5.6,4,5,1984.4,2381.3,2615.8,163.5,32.7,203.5
30,male,174.7,82.6,82.6,maintenance,sedentary,vegan,6.1,6,6,1773.2,2127.9,2175.7,149.4,242.2,67.7
36,male,173.3,82.5,81.2,endurance,sedentary,non_vegetarian,8.8,5,2,1733.9,2080.7,2313.5,154.4,262.0,72.0
19,male,177.3,47.7,45.8,endurance,light,non_vegetarian,6.0,2,4,1495.8,2056.8,2289.4,88.6,323.5,71.2
36,male,182.0,72.5,72.9,endurance,moderate,vegan,8.5,4,2,1687.1,2615.0,2841.1,130.1,381.3,88.4
44,male,187.3,77.6,82.7,muscle_gain,light,vegan,8.7,1,3,1731.6,2381.0,2742.4,165.5,348.6,76.2
41,female,152.5,60.1,60.1,maintenance,sedentary,vegan,8.3,1,3,1188.3,1426.0,1483.1,104.5,162.5,46.1
39,female,165.6,45.9,45.9,maintenance,sedentary,vegan,7.9,8,3,1138.2,1365.8,1363.8,76.0,169.6,42.4
24,male,178.6,66.7,65.3,endurance,active,non_vegetarian,8.1,7,2,1668.2,2877.7,2983.0,124.3,412.7,92.8
18,female,171.6,59.2,65.5,muscle_gain,active,keto,8.3,3,3,1413.2,2437.8,2801.0,175.1,35.0,217.9
29,male,167.5,60.4,46.8,weight_loss,active,vegetarian,5.8,10,2,1510.4,2605.4,2041.9,127.1,255.8,56.7
22,male,178.9,66.9,66.9,maintenance,very_active,non_vegetarian,6.5,2,3,1681.9,3195.7,3363.1,110.1,495.3,104.6
40,female,168.7,62.6,69.7,muscle_gain,sedentary,non_vegetarian,7.8,10,4,1318.8,1582.5,2020.3,131.1,247.8,56.1
27,male,175.7,80.4,81.1,endurance,light,keto,8.3,7,2,1772.2,2436.8,2692.3,168.3,33.7,209.4
36,female,159.7,57.6,63.2,muscle_gain,sedentary,keto,6.7,5,5,1233.0,1479.6,1864.7,116.5,23.3,145.0
37,male,172.9,55.8,55.8,maintenance,sedentary,non_vegetarian,5.9,9,1,1458.1,1749.8,1738.9,92.7,220.3,54.1
36,male,190.4,61.2,61.2,maintenance,very_active,non_vegetarian,6.0,2,2,1627.6,3092.4,3052.8,110.9,438.6,95.0
26,male,186.8,77.5,70.0,weight_loss,light,vegetarian,7.8,2,6,1817.9,2499.6,1945.2,161.9,202.9,54.0
35,female,160.2,49.3,56.1,muscle_gain,active,keto,9.0,5,1,1158.1,1997.8,2284.9,142.8,28.6,177.7
47,male,179.1,79.5,73.4,weight_loss,very_active,vegan,6.9,5,2,1684.3,3200.2,2679.9,171.8,330.8,74.4
32,male,178.2,82.1,72.3,weight_loss,active,non_vegetarian,8.8,8,6,1779.9,3070.4,2579.2,176.6,307.1,71.6
38,female,163.2,52.3,60.7,muscle_gain,moderate,vegan,7.7,5,4,1191.4,1846.7,2156.3,119.7,284.6,59.9
18,female,177.2,74.4,62.7,weight_loss,very_active,keto,6.3,3,1,1600.0,3039.9,2476.7,154.8,31.0,192.6
27,male,170.9,99.6,97.9,endurance,light,non_vegetarian,6.6,2,1,1934.1,2659.4,2737.6,164.8,327.9,85.2
31,female,162.2,73.9,80.6,muscle_gain,very_active,vegan,5.9,8,5,1437.2,2730.7,3071.1,165.4,410.5,85.3
18,male,174.0,64.4,59.6,weight_loss,active,keto,8.2,10,5,1646.3,2839.9,2345.5,146.6,29.3,182.4
44,female,150.8,54.4,50.1,weight_loss,light,non_vegetarian,5.7,7,4,1105.6,1520.2,1200.0,117.8,107.3,33.3
26,female,168.2,61.9,58.2,weight_loss,light,vegetarian,6.2,3,5,1379.3,1896.5,1414.0,130.3,134.8,39.3
23,female,164.6,73.3,77.6,muscle_gain,very_active,keto,5.8,6,6,1486.1,2823.7,3104.0,194.0,38.8,241.4
37,male,176.4,92.6,92.6,maintenance,light,vegan,7.4,4,5,1849.0,2542.4,2527.0,154.9,300.0,78.6
33,male,175.7,76.7,76.7,maintenance,very_active,non_vegetarian,8.4,10,2,1704.5,3238.5,3263.7,144.0,443.5,101.5
35,male,166.0,98.1,88.7,weight_loss,active,keto,7.0,8,4,1848.2,3188.2,2538.2,158.6,31.7,197.4
23,male,175.2,83.8,93.0,muscle_gain,light,non_vegetarian,8.6,4,2,1823.0,2506.6,2991.7,180.2,380.7,83.1
18,female,159.4,40.0,40.5,endurance,sedentary,vegan,8.9,7,2,1130.3,1356.4,1557.9,74.6,205.8,48.5
32,female,174.1,65.4,65.1,endurance,sedentary,non_vegetarian,8.2,1,1,1421.8,1706.2,1965.9,110.6,243.2,61.2
35,male,172.5,58.3,62.7,muscle_gain,very_active,non_vegetarian,7.6,2,6,1491.0,2832.9,3209.1,120.5,481.3,89.1
18,male,186.4,75.7,75.7,maintenance,light,keto,8.1,2,5,1837.1,2526.0,2616.5,163.5,32.7,203.5
25,female,164.9,66.5,66.5,maintenance,sedentary,keto,8.8,8,4,1409.6,1691.6,1689.3,105.6,21.1,131.4
25,female,165.7,52.9,40.8,weight_loss,sedentary,keto,8.0,10,2,1278.8,1534.5,1200.0,75.0,15.0,93.3
42,male,181.8,78.9,66.7,weight_loss,moderate,non_vegetarian,7.1,8,4,1720.6,2666.9,2275.2,172.5,254.1,63.2
27,male,186.6,80.5,79.9,endurance,very_active,vegetarian,7.5,9,6,1840.7,3497.4,3583.7,143.1,501.9,111.5
48,male,183.9,76.3,76.3,maintenance,moderate,keto,6.1,1,6,1677.6,2600.3,2657.0,166.1,33.2,206.7
25,male,182.6,44.5,45.3,endurance,active,vegan,7.4,3,5,1466.7,2530.1,2646.5,82.2,394.2,82.3
39,female,161.3,66.5,58.1,weight_loss,light,vegan,7.3,10,2,1316.7,1810.5,1257.6,139.1,96.8,34.9
48,female,171.3,61.6,61.6,maintenance,light,vegan,7.7,1,4,1285.8,1767.9,1746.4,111.0,203.4,54.3
40,female,176.9,75.4,81.5,muscle_gain,very_active,vegetarian,6.0,10,4,1498.9,2848.0,3406.3,165.0,473.7,94.6
20,female,157.3,49.7,49.7,maintenance,sedentary,keto,7.5,7,4,1219.2,1463.1,1482.5,92.7,18.5,115.3
31,male,174.8,89.3,82.6,weight_loss,very_active,keto,7.9,5,5,1835.7,3487.8,3098.3,193.6,38.7,241.0
18,female,158.8,73.8,73.8,maintenance,active,vegan,7.3,10,5,1480.0,2553.1,2517.3,119.7,333.5,78.3
22,female,170.1,48.5,42.6,weight_loss,active,keto,8.4,9,6,1277.6,2203.8,1688.4,105.5,21.1,131.3
33,female,159.0,73.4,83.4,muscle_gain,active,vegetarian,7.5,1,3,1401.6,2417.8,2720.6,153.3,356.7,75.6
44,female,162.1,72.1,72.1,maintenance,sedentary,non_vegetarian,7.3,7,1,1352.8,1623.4,1659.7,129.7,169.1,51.6
23,female,148.6,68.3,72.4,muscle_gain,sedentary,vegetarian,7.1,7,4,1336.2,1603.4,1957.7,139.5,227.5,54.4
35,female,161.4,58.8,52.6,weight_loss,sedentary,non_vegetarian,6.8,2,2,1261.2,1513.4,1200.0,132.3,92.8,33.3
18,male,181.9,70.0,76.4,muscle_gain,sedentary,vegan,7.4,4,5,1751.3,2101.5,2426.8,154.0,301.1,67.4
26,female,157.4,70.9,70.9,maintenance,sedentary,vegan,8.5,1,2,1401.1,1681.4,1751.5,122.3,192.9,54.5
34,female,163.7,52.2,52.2,maintenance,sedentary,vegetarian,5.7,6,6,1213.9,1456.7,1479.3,83.5,182.8,46.0
51,female,160.3,59.5,60.1,endurance,sedentary,vegan,8.9,6,4,1181.0,1417.2,1590.0,95.5,190.6,49.5
25,female,143.8,68.9,56.7,weight_loss,very_active,vegan,7.0,9,6,1301.2,2472.4,1922.3,141.8,218.6,53.4
18,female,168.3,51.0,51.0,endurance,active,vegetarian,8.0,1,6,1310.9,2261.2,2436.2,88.9,349.6,75.8
44,male,164.7,56.5,58.0,endurance,light,keto,8.3,1,1,1380.0,1897.5,2114.4,132.2,26.4,164.5
41,male,163.4,83.7,81.9,endurance,moderate,vegetarian,6.5,5,2,1658.4,2570.5,2818.7,140.7,366.6,87.7
18,male,182.4,90.3,91.0,endurance,active,vegan,7.5,7,3,1957.6,3376.9,3543.5,170.3,467.6,110.2
42,male,185.1,79.4,79.4,maintenance,sedentary,keto,6.0,3,1,1746.3,2095.5,2067.1,129.2,25.8,160.8
20,female,162.7,70.8,70.8,maintenance,very_active,keto,8.6,3,3,1464.5,2782.5,2755.4,172.2,34.4,214.3
18,female,171.9,66.3,70.2,muscle_gain,light,non_vegetarian,6.3,5,4,1486.1,2043.4,2366.1,132.8,310.9,65.7
38,male,188.2,40.0,40.0,maintenance,active,vegan,6.9,9,3,1379.0,2378.7,2409.7,69.8,363.9,75.0
18,female,166.5,65.5,65.5,maintenance,very_active,non_vegetarian,6.6,2,2,1444.9,2745.4,2797.7,116.6,387.1,87.0
25,male,161.0,71.7,71.7,maintenance,sedentary,keto,8.4,3,3,1603.3,1923.9,1947.4,121.7,24.3,151.5
40,female,154.8,76.3,76.3,maintenance,light,vegetarian,8.4,10,1,1369.7,1883.4,1846.8,125.9,206.4,57.5
33,male,171.9,80.6,88.2,muscle_gain,active,non_vegetarian,8.8,2,6,1720.0,2967.0,3405.8,184.1,454.5,94.6
18,female,158.2,66.2,72.7,muscle_gain,light,keto,7.0,5,5,1400.2,1925.3,2439.2,152.4,30.5,189.7
21,male,192.3,106.1,106.1,maintenance,very_active,vegan,6.6,6,2,2162.6,4109.0,4097.0,192.4,545.0,127.5
27,male,170.5,77.0,77.0,maintenance,light,vegan,8.5,2,4,1705.8,2345.5,2246.6,126.4,278.0,69.9
29,male,188.0,69.4,69.4,maintenance,active,vegan,7.1,1,3,1729.3,2983.0,2961.5,123.8,409.4,92.1
18,male,179.0,81.7,71.5,weight_loss,moderate,vegan,7.1,5,4,1850.7,2868.6,2373.2,169.7,275.3,65.9
27,male,173.7,85.0,85.0,maintenance,light,vegan,6.5,9,6,1805.6,2482.7,2480.6,155.7,290.8,77.2
33,female,164.5,77.5,70.2,weight_loss,active,vegetarian,8.3,10,4,1477.0,2547.8,2089.4,162.0,229.9,58.0
31,male,188.1,83.9,83.9,maintenance,moderate,non_vegetarian,6.3,9,5,1864.8,2890.4,3003.5,135.2,405.5,93.4
36,male,161.3,96.3,103.0,muscle_gain,light,vegetarian,8.6,2,6,1795.6,2468.9,2830.4,204.8,326.0,78.6
29,male,178.3,73.2,79.2,muscle_gain,very_active,non_vegetarian,7.2,9,2,1705.8,3241.0,3615.4,147.2,530.8,100.4
24,male,186.2,76.4,76.4,maintenance,light,keto,7.4,4,1,1812.8,2492.6,2464.0,154.0,30.8,191.6
20,female,164.9,66.2,66.9,endurance,light,vegan,5.9,5,4,1432.0,1968.9,2194.2,112.1,282.8,68.3
19,female,151.8,71.5,77.9,muscle_gain,moderate,non_vegetarian,7.3,2,5,1407.8,2182.0,2644.8,160.3,335.5,73.5
19,male,188.7,82.0,82.0,maintenance,active,keto,6.2,5,4,1909.2,3293.4,3292.7,205.8,41.2,256.1
26,female,153.3,75.9,64.0,weight_loss,active,keto,8.8,10,4,1425.7,2459.3,1913.8,119.6,23.9,148.9
22,male,183.9,51.6,51.6,maintenance,light,non_vegetarian,6.0,10,5,1561.0,2146.3,2048.2,95.2,273.5,63.7
29,female,165.1,69.8,71.7,endurance,active,vegan,7.6,10,5,1423.7,2456.0,2631.9,118.8,354.9,81.9
55,male,174.2,74.8,65.4,weight_loss,sedentary,vegetarian,7.2,10,1,1566.3,1879.6,1346.6,162.0,90.5,37.4
31,male,180.9,94.9,94.9,maintenance,light,vegetarian,7.4,7,6,1929.2,2652.7,2534.2,171.9,284.4,78.8
27,female,166.1,71.0,71.0,maintenance,light,vegan,8.1,9,5,1452.7,1997.5,1997.9,121.9,237.6,62.2
35,female,157.3,82.7,82.5,endurance,very_active,vegan,8.6,8,3,1474.3,2801.2,3090.6,146.2,410.0,96.2
18,female,155.5,51.4,60.3,muscle_gain,very_active,vegetarian,6.0,8,6,1235.1,2346.7,2751.5,103.6,412.4,76.4
18,female,160.7,69.5,60.2,weight_loss,light,vegan,7.6,8,1,1447.8,1990.8,1487.8,142.9,136.1,41.3
32,female,155.5,71.1,57.1,weight_loss,moderate,vegan,6.7,2,3,1362.5,2111.9,1582.2,147.8,148.8,44.0
26,male,177.9,79.4,79.5,endurance,active,non_vegetarian,7.3,2,2,1781.3,3072.8,3275.1,136.4,453.1,101.9
22,male,173.6,78.0,66.0,weight_loss,light,vegan,5.9,2,5,1760.3,2420.5,1841.2,175.9,169.4,51.1
25,male,179.1,60.1,59.2,endurance,very_active,vegetarian,7.5,1,6,1600.5,3041.0,3353.5,112.7,491.0,104.3
42,male,166.0,97.0,87.1,weight_loss,active,keto,6.8,3,5,1802.8,3109.8,2598.6,162.4,32.5,202.1
34,female,159.5,75.1,74.0,endurance,very_active,non_vegetarian,5.8,6,6,1416.8,2691.9,2927.1,137.9,388.9,91.1
21,male,166.7,57.6,56.4,endurance,sedentary,vegan,5.6,2,1,1517.3,1820.8,2032.2,103.8,262.0,63.2
35,male,181.2,76.3,61.8,weight_loss,sedentary,non_vegetarian,8.5,8,3,1726.0,2071.2,1516.7,164.8,119.6,42.1
23,male,185.2,71.2,71.2,maintenance,moderate,vegetarian,7.0,10,1,1759.8,2727.6,2739.4,119.1,374.0,85.2
19,female,165.4,58.5,55.0,weight_loss,very_active,vegetarian,8.6,5,2,1362.6,2588.9,2154.4,122.8,281.2,59.8
37,female,159.5,62.5,71.8,muscle_gain,active,vegetarian,8.3,9,4,1275.9,2200.9,2508.7,142.5,327.8,69.7
18,male,169.1,80.8,82.5,endurance,active,non_vegetarian,7.9,9,6,1779.9,3070.3,3302.2,131.2,463.3,102.7
31,female,160.9,75.2,79.9,muscle_gain,light,vegan,8.0,6,5,1441.5,1982.1,2336.5,164.4,273.7,64.9
37,female,150.6,40.0,40.5,endurance,sedentary,vegan,7.8,2,6,764.5,917.4,1200.0,67.5,148.6,37.3
18,female,161.5,60.4,60.7,endurance,active,non_vegetarian,6.7,2,1,1362.2,2349.8,2671.2,106.9,373.9,83.1
33,female,164.2,74.0,74.0,maintenance,light,keto,8.8,10,1,1440.4,1980.6,2002.5,125.2,25.0,155.8
25,male,184.6,62.5,66.8,muscle_gain,active,keto,5.6,3,5,1658.2,2860.4,3241.5,202.6,40.5,252.1
18,female,164.4,66.3,65.7,endurance,active,vegetarian,6.1,2,4,1439.8,2483.7,2818.7,111.0,396.3,87.7
18,female,158.8,73.9,73.9,maintenance,sedentary,keto,5.8,2,5,1480.2,1776.2,1794.1,112.1,22.4,139.5
31,female,156.3,56.9,56.9,maintenance,light,vegan,8.4,5,4,1230.0,1691.3,1754.5,100.2,215.6,54.6
29,female,165.6,62.6,59.2,weight_loss,moderate,vegetarian,7.4,3,4,1355.3,2100.8,1544.0,137.8,151.7,42.9
39,male,180.0,110.3,101.5,weight_loss,moderate,non_vegetarian,6.0,9,1,2038.0,3158.8,2577.8,227.5,255.9,71.6
38,female,153.8,65.9,65.9,maintenance,moderate,keto,5.9,10,2,1269.3,1967.3,2025.0,126.6,25.3,157.5
18,female,161.6,57.2,64.2,muscle_gain,sedentary,keto,5.7,8,4,1331.2,1597.4,1906.4,119.2,23.8,148.3
33,female,170.8,62.4,57.3,weight_loss,very_active,non_vegetarian,8.5,10,5,1365.8,2595.0,2107.9,134.8,260.3,58.6
31,female,163.0,50.9,50.9,maintenance,moderate,vegan,8.0,6,5,1212.1,1878.8,1941.2,83.1,266.3,60.4
32,female,165.8,54.3,60.5,muscle_gain,active,vegetarian,5.6,7,5,1258.2,2170.5,2485.7,123.1,343.1,69.0
28,male,163.7,54.4,42.1,weight_loss,active,vegan,5.6,5,2,1432.0,2470.1,1934.6,121.3,241.5,53.7
35,male,170.8,63.7,63.5,endurance,light,keto,8.1,9,2,1534.7,2110.2,2253.8,140.9,28.2,175.3
25,male,173.2,108.3,116.6,muscle_gain,active,vegan,8.4,2,2,2045.5,3528.5,4001.2,231.2,519.1,111.1
40,male,185.3,64.0,49.7,weight_loss,very_active,vegetarian,7.3,7,1,1603.6,3046.8,2453.4,134.7,325.2,68.2
18,male,186.7,70.3,75.7,muscle_gain,active,non_vegetarian,8.9,5,1,1785.1,3079.3,3300.6,157.2,461.6,91.7
25,male,174.1,81.8,89.9,muscle_gain,sedentary,vegetarian,7.1,1,3,1785.6,2142.8,2511.5,172.3,298.5,69.8
21,female,167.8,56.3,44.8,weight_loss,sedentary,vegetarian,7.6,5,1,1346.0,1615.3,1200.0,121.0,104.1,33.3
36,male,170.9,70.0,80.0,muscle_gain,moderate,vegan,7.4,2,1,1593.2,2469.5,2869.5,145.0,393.0,79.7
21,female,160.3,70.7,70.7,maintenance,sedentary,non_vegetarian,6.5,8,1,1442.6,1731.1,1837.8,116.2,214.5,57.2
36,female,166.3,70.4,79.5,muscle_gain,active,vegan,6.2,3,3,1402.1,2418.7,2679.5,152.9,349.6,74.4
31,male,175.8,82.5,81.2,endurance,moderate,non_vegetarian,8.4,4,2,1773.5,2749.0,2959.3,132.3,400.3,92.1
33,female,160.8,64.7,61.3,weight_loss,sedentary,vegetarian,7.3,2,6,1326.2,1591.4,1200.0,135.3,89.8,33.3
26,female,172.7,67.8,70.9,muscle_gain,sedentary,keto,7.4,8,6,1466.9,1760.2,2108.9,131.8,26.4,164.0
48,male,165.1,62.5,59.1,weight_loss,light,vegetarian,8.3,7,4,1421.6,1954.7,1529.5,131.3,155.4,42.5
30,male,174.1,61.2,55.8,weight_loss,very_active,vegan,7.5,1,3,1555.0,2954.5,2487.4,140.0,326.4,69.1
35,female,155.3,62.3,60.4,endurance,very_active,vegan,6.4,6,5,1258.0,2390.3,2564.2,101.5,360.0,79.8
32,male,167.0,95.5,85.1,weight_loss,active,non_vegetarian,8.1,1,6,1844.3,3181.4,2755.1,193.6,323.0,76.5
26,female,161.5,62.4,66.2,muscle_gain,light,vegetarian,6.8,1,6,1341.9,1845.1,2143.9,134.9,267.0,59.6
25,female,161.1,83.4,78.7,weight_loss,active,keto,5.9,5,3,1554.5,2681.5,2243.4,140.2,28.0,174.5
39,female,165.6,50.6,49.0,endurance,sedentary,keto,6.1,2,4,1184.9,1421.8,1619.8,101.2,20.2,126.0
39,male,165.9,86.9,85.9,endurance,moderate,vegan,8.9,4,3,1716.2,2660.1,3059.4,140.4,410.2,95.2
40,female,172.9,66.6,70.6,muscle_gain,light,vegan,5.6,6,2,1385.8,1905.5,2321.0,146.1,289.0,64.5
22,male,182.4,87.2,87.2,maintenance,sedentary,non_vegetarian,8.7,1,5,1906.4,2287.7,2307.6,164.5,250.8,71.8
43,female,159.2,61.8,61.8,maintenance,active,keto,8.6,7,5,1236.7,2133.4,2139.5,133.7,26.7,166.4
19,male,177.8,53.9,61.4,muscle_gain,light,keto,6.7,2,2,1560.7,2146.0,2574.4,160.9,32.2,200.2
30,male,171.8,66.3,66.9,endurance,active,vegetarian,6.6,9,1,1592.1,2746.4,2925.7,118.1,408.6,91.0
36,male,180.4,68.1,68.1,maintenance,moderate,vegan,6.7,7,1,1633.6,2532.1,2467.8,120.9,323.3,76.8
36,male,170.2,78.8,72.0,weight_loss,sedentary,vegetarian,7.5,2,2,1677.3,2012.7,1518.3,179.6,105.0,42.2
33,female,169.0,48.8,47.8,endurance,moderate,keto,7.4,9,6,1218.7,1889.1,1969.3,123.1,24.6,153.2
24,female,175.6,88.3,94.0,muscle_gain,light,keto,5.7,1,5,1699.2,2336.4,2834.0,177.1,35.4,220.4
28,female,150.5,40.0,40.0,maintenance,active,vegan,8.1,8,6,998.6,1722.6,1690.9,64.3,240.1,52.6
28,male,186.4,90.1,81.2,weight_loss,very_active,vegetarian,7.5,2,4,1931.5,3669.9,3191.5,197.0,401.3,88.7
21,female,156.3,67.0,57.1,weight_loss,sedentary,keto,8.0,9,2,1381.2,1657.5,1200.0,75.0,15.0,93.3
33,female,155.8,71.8,81.7,muscle_gain,light,vegan,6.4,7,3,1365.6,1877.7,2256.1,149.6,273.3,62.7
19,female,157.5,72.3,67.9,weight_loss,very_active,non_vegetarian,7.3,6,3,1451.1,2757.0,2241.1,157.1,263.0,62.3
45,female,166.5,58.2,62.4,muscle_gain,light,vegetarian,6.2,8,6,1236.3,1699.9,2049.3,133.8,250.5,56.9
30,male,170.2,65.2,62.2,weight_loss,moderate,vegan,6.3,1,1,1570.8,2434.8,1975.5,134.5,235.9,54.9
38,male,180.8,99.2,100.2,endurance,light,vegan,7.1,10,1,1937.3,2663.8,2817.3,188.3,318.9,87.6
46,male,168.8,63.8,59.3,weight_loss,very_active,vegetarian,8.3,1,5,1468.2,2789.5,2168.7,129.9,276.8,60.2
25,male,172.0,85.4,86.7,endurance,very_active,non_vegetarian,7.2,8,6,1808.4,3436.0,3662.6,140.2,519.2,113.9
18,female,160.3,59.5,50.0,weight_loss,active,vegetarian,6.6,2,5,1346.0,2321.8,1724.8,132.1,191.3,47.9
20,female,157.6,81.2,80.2,endurance,moderate,keto,5.7,10,5,1536.1,2380.9,2595.7,162.2,32.4,201.9
36,female,152.5,78.3,82.1,muscle_gain,light,keto,5.8,4,4,1395.5,1918.8,2357.4,147.3,29.5,183.4
18,male,170.4,84.9,78.1,weight_loss,very_active,vegetarian,7.4,6,6,1829.1,3475.4,3032.9,186.7,382.1,84.2
23,female,160.9,56.8,56.8,maintenance,very_active,non_vegetarian,8.9,5,2,1297.7,2465.6,2473.8,103.8,341.4,77.0
41,male,169.8,92.0,95.5,muscle_gain,moderate,vegetarian,8.2,5,4,1781.6,2761.4,3038.5,189.6,380.1,84.4
21,female,168.7,75.1,67.6,weight_loss,active,vegan,7.6,5,5,1539.2,2655.1,2210.2,163.1,251.3,61.4
18,female,159.7,73.9,72.5,endurance,active,keto,5.7,1,5,1486.1,2563.6,2767.0,172.9,34.6,215.2
19,male,179.7,68.0,68.0,maintenance,sedentary,non_vegetarian,7.4,2,6,1712.8,2055.4,2166.1,123.2,266.7,67.4
45,male,180.8,97.1,104.3,muscle_gain,light,keto,8.2,1,2,1880.7,2586.0,2941.7,183.9,36.8,228.8
37,female,173.3,66.9,73.4,muscle_gain,sedentary,vegan,6.4,6,2,1406.9,1688.2,2022.6,135.2,244.0,56.2
18,female,162.4,73.9,79.8,muscle_gain,moderate,non_vegetarian,8.8,6,4,1502.9,2329.5,2755.5,151.3,365.5,76.5
35,male,171.7,50.3,45.4,weight_loss,moderate,vegetarian,8.2,3,5,1406.2,2179.6,1654.6,102.0,208.1,46.0
26,female,160.8,71.4,60.2,weight_loss,very_active,vegetarian,7.7,6,3,1428.3,2713.7,2345.6,162.9,276.8,65.2
31,male,174.3,74.4,74.4,maintenance,active,vegetarian,5.7,10,2,1682.9,2903.0,2913.8,138.8,385.6,90.7
21,male,177.0,84.3,76.4,weight_loss,moderate,keto,5.7,3,5,1849.1,2866.1,2381.0,148.8,29.8,185.2
34,male,179.5,53.2,56.4,muscle_gain,active,vegetarian,8.1,3,2,1488.6,2567.9,2973.6,117.9,439.6,82.6
23,male,167.2,62.5,60.9,endurance,sedentary,vegan,8.7,9,6,1560.6,1872.7,2099.7,100.6,277.4,65.3
27,female,151.2,69.7,61.5,weight_loss,active,keto,6.6,5,3,1346.5,2322.8,1744.0,109.0,21.8,135.6
31,female,164.7,74.6,60.9,weight_loss,moderate,non_vegetarian,7.0,4,6,1459.5,2262.2,1856.3,171.1,176.9,51.6
18,female,162.6,60.7,61.2,endurance,sedentary,vegetarian,5.5,8,6,1372.3,1646.8,1870.8,103.2,233.5,58.2
32,male,173.2,71.8,71.8,maintenance,active,non_vegetarian,6.7,7,1,1645.6,2838.7,2743.7,120.5,373.3,85.4
39,female,166.2,75.0,73.7,endurance,very_active,non_vegetarian,5.9,3,4,1433.0,2722.6,2895.4,127.2,393.9,90.1
23,male,167.4,83.0,83.0,endurance,active,vegetarian,8.0,7,3,1766.3,3046.9,3145.6,153.9,412.2,97.9
48,female,153.8,67.3,77.2,muscle_gain,light,vegan,7.7,8,4,1233.4,1695.9,2142.1,153.9,247.8,59.5
35,female,164.2,52.4,52.4,maintenance,very_active,vegan,8.4,3,5,1214.2,2307.0,2211.4,91.3,306.8,68.8
37,male,188.0,71.9,75.2,muscle_gain,moderate,vegetarian,5.9,9,3,1713.9,2656.5,2903.8,164.8,379.6,80.7
18,female,156.1,62.6,62.6,maintenance,light,non_vegetarian,8.5,4,3,1351.2,1857.9,1947.0,104.6,245.8,60.6
36,male,178.4,72.4,72.4,maintenance,active,keto,7.4,2,2,1664.2,2870.8,2820.6,176.3,35.3,219.4
44,male,177.6,48.6,48.6,maintenance,active,vegan,8.1,3,3,1380.7,2381.7,2333.5,86.6,333.4,72.6
21,female,159.2,70.8,78.4,muscle_gain,sedentary,keto,6.5,5,6,1436.4,1723.7,2067.0,129.2,25.8,160.8
29,male,186.5,68.2,55.9,weight_loss,sedentary,keto,7.4,2,5,1708.2,2049.8,1636.5,102.3,20.5,127.3
23,male,176.7,74.1,75.5,endurance,light,vegetarian,6.6,6,6,1735.1,2385.8,2595.3,128.1,339.1,80.7
34,female,166.0,55.0,62.1,muscle_gain,sedentary,vegan,5.6,7,4,1256.4,1507.6,1795.0,116.9,219.6,49.9
55,female,159.6,72.4,59.6,weight_loss,moderate,vegetarian,6.1,3,3,1285.5,1992.5,1420.5,166.4,99.8,39.5
27,female,162.1,69.7,78.3,muscle_gain,moderate,vegetarian,8.5,2,6,1413.9,2191.6,2334.0,143.3,294.4,64.8
31,female,155.0,67.9,64.8,weight_loss,moderate,keto,8.8,8,2,1331.4,2063.6,1515.0,94.7,18.9,117.8
21,male,173.8,63.3,62.1,endurance,sedentary,vegetarian,7.9,2,5,1619.0,1942.8,2112.2,102.5,277.7,65.7
18,female,150.2,76.2,63.5,weight_loss,sedentary,vegetarian,5.5,5,4,1449.7,1739.6,1200.0,153.1,72.0,33.3
28,male,182.0,69.4,77.6,muscle_gain,sedentary,keto,7.6,8,6,1696.6,2035.9,2326.8,145.4,29.1,181.0
32,female,170.8,50.0,36.4,weight_loss,sedentary,keto,6.0,6,6,1246.3,1495.6,1200.0,75.0,15.0,93.3
18,male,172.9,78.5,78.5,maintenance,sedentary,vegan,7.7,9,3,1780.1,2136.2,2081.4,145.5,229.1,64.8
